society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
paras dews,1.15,sector 106,6534.0,3.0,4.0,3+,12.0,Relatively New,flat,1186.0,0,0,0,0,0,1,174,"28.5007° N, 77.0003° E",28.5007,77.0003
raheja vedaanta,0.7,sector 108,4522.0,2.0,2.0,3,1.0,Relatively New,flat,1548.0,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
bhawna cghs,3.25,sector 43,10156.0,4.0,4.0,3+,12.0,Moderately Old,flat,3115.0,0,0,0,0,0,1,119,"28.4629° N, 77.0772° E",28.4629,77.0772
bestech park view sanskruti,1.9,sector 92,8172.0,4.0,4.0,3+,10.0,Relatively New,flat,1920.0,0,0,0,0,0,0,49,"28.4079° N, 76.9153° E",28.4079,76.9153
godrej summit,1.16,sector 104,6388.0,3.0,4.0,3+,8.0,Relatively New,flat,2018.0,0,0,0,0,0,1,96,"28.4788° N, 76.9960° E",28.4788,76.996
independent,5.8,sector 26,32222.0,4.0,3.0,2,2.0,Relatively New,house,1800.0,0,0,1,0,0,0,21,"28.4757° N, 77.1032° E",28.4757,77.1032
ats tourmaline,1.87,sector 109,8698.0,3.0,4.0,0,12.0,Relatively New,house,2150.0,0,0,0,0,0,0,0,"28.5073° N, 77.0089° E",28.5073,77.0089
independent,1.7,sector 10a,18889.0,2.0,1.0,2,2.0,Old Property,house,900.0,0,0,0,0,1,0,8,"28.4469° N, 77.0106° E",28.4469,77.0106
orchid petals,2.51,sector 76,12179.0,3.0,3.0,3+,7.0,Old Property,flat,2061.0,0,0,0,0,0,1,72,"28.3935° N, 76.9888° E",28.3935,76.9888
m3m soulitude,1.32,sector 89,16923.0,3.0,3.0,3,1.0,Under Construction,flat,867.0,0,0,0,0,0,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
the close north,2.35,sector 50,11228.0,3.0,3.0,3,8.0,Moderately Old,flat,2000.0,0,0,0,0,0,1,149,"28.4178° N, 77.0628° E",28.4178,77.0628
independent,0.8,sector 4,11852.0,2.0,3.0,1,2.0,Moderately Old,house,675.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
vipul tatvam villa,8.4,sector 48,21000.0,4.0,5.0,3+,2.0,Moderately Old,house,4000.0,1,1,0,1,0,1,49,"28.4177° N, 77.0359° E",28.4177,77.0359
emaar palm gardens,1.75,sector 83,9211.0,3.0,3.0,3,6.0,Relatively New,flat,1600.0,0,0,0,0,0,1,174,"28.3986° N, 76.9647° E",28.3986,76.9647
dlf city phase 1,4.5,sector 26,33333.0,3.0,3.0,2,2.0,Moderately Old,house,1350.0,1,1,0,0,0,0,70,"28.4757° N, 77.1032° E",28.4757,77.1032
international city by sobha phase 2,6.25,sector 109,10035.0,5.0,7.0,3+,3.0,Relatively New,house,6228.0,1,1,1,1,0,0,147,"28.5073° N, 77.0089° E",28.5073,77.0089
independent,7.25,sector 41,29293.0,9.0,8.0,3,4.0,Old Property,house,2475.0,0,1,0,0,0,1,94,"28.4557° N, 77.0632° E",28.4557,77.0632
satya the hermitage,0.99,sector 103,6653.0,3.0,4.0,3+,2.0,Relatively New,flat,1731.0,0,0,0,0,0,0,174,"28.4949° N, 76.9845° E",28.4949,76.9845
tulip violet,1.32,sector 69,8413.0,3.0,3.0,1,12.0,Relatively New,flat,1419.0,0,0,0,0,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
independent,1.35,sector 7,4545.0,4.0,5.0,0,3.0,Old Property,house,330.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
antriksh heights,0.85,sector 84,4928.0,3.0,3.0,3+,10.0,Relatively New,flat,1561.0,0,0,0,0,0,0,52,"28.3979° N, 76.9736° E",28.3979,76.9736
shree vardhman victoria,1.15,sector 70,8519.0,2.0,2.0,2,6.0,Relatively New,flat,1500.0,0,0,0,0,0,0,85,"28.3968° N, 77.0233° E",28.3968,77.0233
independent,4.0,sector 11,19753.0,5.0,4.0,1,2.0,Moderately Old,house,2025.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
vatika independent floors,1.16,sector 82,6988.0,3.0,3.0,3+,1.0,Relatively New,flat,1844.0,0,0,0,0,0,1,151,"28.3935° N, 76.9600° E",28.3935,76.96
bestech park view ananda,1.35,sector 81,7542.0,3.0,3.0,3+,10.0,Moderately Old,flat,1438.0,0,0,0,0,0,1,72,"28.3867° N, 76.9485° E",28.3867,76.9485
m3m heights,1.9,sector 65,13991.0,2.0,2.0,2,40.0,Relatively New,flat,1358.0,0,0,0,0,0,0,48,"28.4030° N, 77.0690° E",28.403,77.069
independent,5.0,sector 40,21124.0,9.0,9.0,3+,3.0,Relatively New,house,2367.0,0,0,0,1,0,1,66,"28.4498° N, 77.0567° E",28.4498,77.0567
independent,8.9,sector 26,32963.0,4.0,4.0,3+,2.0,Old Property,house,2700.0,1,1,1,1,0,0,82,"28.4757° N, 77.1032° E",28.4757,77.1032
vatika seven elements,1.6,sector 89,8163.0,3.0,3.0,3,5.0,New Property,flat,1774.0,0,0,0,0,0,0,58,"28.4253° N, 76.9439° E",28.4253,76.9439
ansal housing highland park,2.0,sector 103,7491.0,4.0,5.0,3+,14.0,New Property,flat,2416.0,0,0,0,0,0,0,45,"28.4949° N, 76.9845° E",28.4949,76.9845
independent,3.6,sector 57,20833.0,4.0,4.0,2,2.0,Old Property,house,1728.0,1,1,1,1,0,0,110,"28.4232° N, 77.0752° E",28.4232,77.0752
smart world gems,0.9,sector 89,8145.0,2.0,2.0,2,1.0,New Property,flat,1105.0,0,0,0,0,0,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
ss hibiscus,6.0,sector 50,12272.0,4.0,3.0,3,5.0,Moderately Old,flat,3982.0,0,0,0,0,0,0,31,"28.4178° N, 77.0628° E",28.4178,77.0628
vatika city,1.85,sector 49,10577.0,3.0,3.0,1,7.0,Moderately Old,flat,1471.12,0,0,0,0,0,0,158,"28.4121° N, 77.0480° E",28.4121,77.048
sidhartha ncr one,0.55,sector 95,5556.0,2.0,2.0,3,15.0,New Property,flat,990.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
satya the hermitage,1.12,sector 103,5625.0,3.0,4.0,3+,9.0,New Property,flat,1734.0,0,0,0,0,0,0,49,"28.4949° N, 76.9845° E",28.4949,76.9845
tulip petals,1.1,sector 89,7097.0,3.0,2.0,3,4.0,New Property,flat,1550.0,0,0,0,0,0,0,0,"28.4253° N, 76.9439° E",28.4253,76.9439
independent,3.25,sector 4,14444.0,3.0,3.0,2,2.0,Old Property,house,2250.0,0,0,0,0,0,0,27,"28.4738° N, 77.0107° E",28.4738,77.0107
satya the hermitage,0.8,sector 103,5517.0,2.0,2.0,0,10.0,Relatively New,flat,1450.0,0,0,0,0,0,0,61,"28.4949° N, 76.9845° E",28.4949,76.9845
the lions cghs,2.05,sector 56,7885.0,4.0,4.0,3+,7.0,Old Property,flat,2600.0,0,0,0,0,0,1,120,"28.4245° N, 77.0991° E",28.4245,77.0991
apartment,0.75,sector 92,4688.0,3.0,4.0,3,2.0,Moderately Old,flat,1778.0,0,0,0,0,0,0,113,"28.4079° N, 76.9153° E",28.4079,76.9153
experion windchants,5.31,sector 112,11205.0,4.0,6.0,3+,15.0,Relatively New,flat,3573.33,0,0,0,0,0,0,72,"28.5189° N, 77.0183° E",28.5189,77.0183
dlf the ultima,2.3,sector 81,14375.0,3.0,4.0,3+,18.0,Relatively New,flat,1854.0,0,0,0,0,0,2,174,"28.3867° N, 76.9485° E",28.3867,76.9485
godrej,2.01,sector 79,8495.0,3.0,4.0,3+,6.0,Relatively New,flat,2141.0,0,0,0,0,0,0,158,"28.3624° N, 76.9787° E",28.3624,76.9787
signature global park 4,0.85,sector 36,11333.0,3.0,2.0,3,1.0,New Property,flat,833.0,0,0,0,0,0,0,33,"28.4160° N, 76.9914° E",28.416,76.9914
vatika gurgaon,1.18,sector 83,6801.0,3.0,3.0,2,14.0,Relatively New,flat,1618.0,0,0,0,0,0,0,26,"28.3986° N, 76.9647° E",28.3986,76.9647
sare green parc phase 3,1.08,sector 92,5150.0,4.0,4.0,2,16.0,New Property,flat,1891.0,0,0,0,0,0,0,107,"28.4079° N, 76.9153° E",28.4079,76.9153
pyramid pride,0.5,sector 76,6579.0,2.0,2.0,1,8.0,Under Construction,flat,844.0,0,0,0,0,0,0,76,"28.3935° N, 76.9888° E",28.3935,76.9888
dlf new town heights,1.3,sector 86,6736.0,3.0,3.0,3,15.0,Relatively New,flat,1715.0,0,0,0,0,0,1,49,"28.3986° N, 76.9384° E",28.3986,76.9384
independent,0.55,sector 3,6707.0,2.0,2.0,1,2.0,Moderately Old,house,810.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
independent,3.5,sector 14,18088.0,6.0,4.0,2,2.0,Old Property,house,1935.0,0,0,0,0,1,1,27,"28.4711° N, 77.0454° E",28.4711,77.0454
international city by sobha phase 1,5.9,sector 109,24280.0,4.0,5.0,2,2.0,Relatively New,house,2430.0,0,1,0,0,0,1,111,"28.5073° N, 77.0089° E",28.5073,77.0089
ramprastha primera,1.02,sector 37d,6000.0,3.0,2.0,3,22.0,Under Construction,flat,1538.0,0,0,0,0,0,0,43,"28.4478° N, 76.9703° E",28.4478,76.9703
ireo the grand arch,2.2,sector 58,16000.0,2.0,2.0,1,5.0,Relatively New,flat,1528.0,0,0,0,0,0,1,49,"28.4200° N, 77.1105° E",28.42,77.1105
adani m2k oyster grande,2.35,sector 102,8468.0,3.0,3.0,3,14.0,Relatively New,flat,2351.0,0,0,0,0,0,1,165,"28.4750° N, 76.9715° E",28.475,76.9715
m3m antalya hills,1.15,sector 79,7497.0,3.0,3.0,3+,1.0,Under Construction,flat,1200.0,0,0,0,0,0,0,51,"28.3624° N, 76.9787° E",28.3624,76.9787
professors enclave cghs,1.54,sector 56,8324.0,3.0,3.0,2,6.0,Old Property,flat,1920.0,0,0,0,0,0,1,104,"28.4245° N, 77.0991° E",28.4245,77.0991
independent,0.45,sector 7,5000.0,3.0,2.0,1,2.0,Old Property,house,900.0,0,0,0,0,1,0,12,"28.4644° N, 77.0143° E",28.4644,77.0143
experion the heartsong,1.65,sector 108,8238.0,3.0,4.0,3,3.0,Moderately Old,flat,1771.32,0,0,0,0,0,1,75,"28.5134° N, 76.9830° E",28.5134,76.983
experion the heartsong,0.9,sector 108,7015.0,2.0,3.0,3,7.0,Relatively New,flat,1161.0,0,0,0,0,0,0,72,"28.5134° N, 76.9830° E",28.5134,76.983
bestech park view residency,0.95,sector 2,6714.0,2.0,2.0,3,1.0,Moderately Old,flat,1281.0,0,0,0,0,0,1,82,"28.5095° N, 77.0320° E",28.5095,77.032
dlf new town heights,1.55,sector 90,6557.0,4.0,4.0,3+,1.0,Relatively New,flat,2139.0,0,0,0,0,0,0,81,"28.4085° N, 76.9369° E",28.4085,76.9369
experion the heartsong,0.98,sector 108,13351.0,2.0,3.0,3,12.0,Relatively New,flat,978.223232,0,0,0,0,0,1,31,"28.5134° N, 76.9830° E",28.5134,76.983
ramprastha skyz,1.2,sector 37d,6000.0,3.0,2.0,1,9.0,Under Construction,flat,1900.0,0,0,0,0,0,0,53,"28.4478° N, 76.9703° E",28.4478,76.9703
dlf city plots,18.0,sector 26,39841.0,6.0,6.0,2,3.0,Old Property,house,4518.0,0,1,0,1,1,1,49,"28.4757° N, 77.1032° E",28.4757,77.1032
orris aster court,0.67,sector 85,5826.0,2.0,2.0,2,5.0,Relatively New,flat,1250.0,0,0,0,0,0,1,174,"28.4042° N, 76.9513° E",28.4042,76.9513
pareena coban residences,1.32,sector 99a,6610.0,3.0,5.0,3,11.0,New Property,flat,1737.0,0,0,0,0,0,0,88,"28.4561° N, 76.9542° E",28.4561,76.9542
independent,0.38,sector 12,4222.0,3.0,3.0,3,3.0,Relatively New,house,900.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
tata primanti,8.5,sector 72,13492.0,5.0,6.0,3+,10.0,Relatively New,house,6300.0,1,1,1,1,0,1,145,"28.4225° N, 77.0211° E",28.4225,77.0211
raheja vanya,0.85,sector 99a,6789.0,2.0,2.0,2,3.0,New Property,flat,1133.0,0,0,0,0,0,0,43,"28.4561° N, 76.9542° E",28.4561,76.9542
international city by sobha phase 2,7.0,sector 109,11240.0,5.0,5.0,3+,2.0,Relatively New,house,6228.0,0,1,0,0,0,0,129,"28.5073° N, 77.0089° E",28.5073,77.0089
la vida by tata housing,3.35,sector 113,12444.0,4.0,4.0,3+,11.0,Relatively New,flat,2991.0,0,0,0,0,0,1,174,"28.5287° N, 77.0233° E",28.5287,77.0233
orchid petals,2.38,sector 49,11498.0,3.0,4.0,3,1.0,Relatively New,flat,2061.0,0,0,0,0,0,0,49,"28.4121° N, 77.0480° E",28.4121,77.048
godrej,1.93,sector 79,8532.0,3.0,4.0,3+,5.0,Relatively New,flat,2047.0,0,0,0,0,0,0,158,"28.3624° N, 76.9787° E",28.3624,76.9787
vipul tatvam villa,8.5,sector 48,26235.0,4.0,6.0,3,3.0,Old Property,house,3240.0,0,1,0,1,1,0,49,"28.4177° N, 77.0359° E",28.4177,77.0359
ild grand,1.2,sector 37c,6593.0,3.0,3.0,3,7.0,Under Construction,flat,1647.0,0,0,0,0,0,0,24,"28.4515° N, 76.9882° E",28.4515,76.9882
nul,9.5,sector 25,33404.0,9.0,9.0,3+,3.0,Old Property,house,2844.0,0,0,0,0,1,0,81,"28.4844° N, 77.0860° E",28.4844,77.086
independent,6.75,sector 26,27778.0,3.0,3.0,3,2.0,Moderately Old,house,2430.0,0,0,0,0,0,0,27,"28.4757° N, 77.1032° E",28.4757,77.1032
adani m2k oyster grande,1.95,sector 102,7561.0,3.0,4.0,3,9.0,Relatively New,flat,2334.0,0,0,0,0,0,1,83,"28.4750° N, 76.9715° E",28.475,76.9715
international city by sobha phase 2,8.75,sector 109,24306.0,5.0,5.0,3+,3.0,New Property,house,3600.0,1,1,1,1,0,1,153,"28.5073° N, 77.0089° E",28.5073,77.0089
the castle society,2.0,sector 56,8696.0,4.0,4.0,2,4.0,Under Construction,flat,2081.0,0,0,0,0,0,0,0,"28.4245° N, 77.0991° E",28.4245,77.0991
ireo the corridors,1.8,sector 67a,9370.0,3.0,3.0,2,3.0,New Property,flat,1551.0,0,0,0,0,0,1,150,"28.3960° N, 77.0372° E",28.396,77.0372
dlf the skycourt,1.55,sector 86,8031.0,3.0,3.0,3,5.0,Relatively New,flat,1900.0,0,0,0,0,0,0,49,"28.3986° N, 76.9384° E",28.3986,76.9384
independent,3.0,sector 67,11905.0,4.0,4.0,0,3.0,Moderately Old,house,2800.0,0,0,0,0,0,0,0,"28.3859° N, 77.0608° E",28.3859,77.0608
vatika city homes,0.8,sector 83,6061.0,2.0,2.0,2,8.0,Moderately Old,flat,1195.0,0,0,0,0,0,0,22,"28.3986° N, 76.9647° E",28.3986,76.9647
independent,4.99,sector 2,18887.0,4.0,4.0,3+,3.0,Moderately Old,house,2642.0,0,1,1,1,0,0,43,"28.5095° N, 77.0320° E",28.5095,77.032
dlf regal gardens,1.7,sector 90,7222.0,4.0,4.0,3+,15.0,Moderately Old,flat,2005.0,0,0,0,0,0,0,38,"28.4085° N, 76.9369° E",28.4085,76.9369
emaar mgf emerald estate,1.75,sector 65,12545.0,3.0,3.0,3,10.0,Relatively New,flat,1081.0,0,0,0,0,0,1,124,"28.4030° N, 77.0690° E",28.403,77.069
the close north,2.7,sector 50,9982.0,3.0,3.0,3+,3.0,Moderately Old,flat,2357.0,0,0,0,0,0,0,117,"28.4178° N, 77.0628° E",28.4178,77.0628
independent,10.55,sector 50,32562.0,5.0,5.0,3,2.0,Moderately Old,house,3240.0,1,1,0,0,0,0,42,"28.4178° N, 77.0628° E",28.4178,77.0628
sare homes,0.8,sector 92,5253.0,3.0,3.0,3,7.0,Relatively New,flat,1692.0,0,0,0,0,0,1,80,"28.4079° N, 76.9153° E",28.4079,76.9153
malibu towne,8.81,sector 47,27191.0,8.0,6.0,3+,3.0,Moderately Old,house,3240.0,1,1,0,0,1,1,27,"28.4276° N, 77.0492° E",28.4276,77.0492
independent,3.1,sector 7,13778.0,3.0,3.0,2,2.0,Old Property,house,2250.0,0,0,0,0,0,0,22,"28.4644° N, 77.0143° E",28.4644,77.0143
independent,3.69,sector 31,23699.0,4.0,4.0,2,2.0,Moderately Old,house,1557.0,1,1,0,1,0,1,75,"28.4528° N, 77.0498° E",28.4528,77.0498
independent,16.0,sector 26,35556.0,5.0,6.0,3,2.0,Old Property,house,4500.0,0,0,0,0,0,0,0,"28.4757° N, 77.1032° E",28.4757,77.1032
smart world orchard,2.0,sector 61,12912.0,3.0,3.0,2,3.0,New Property,flat,1721.0,0,0,0,0,0,0,61,"28.4050° N, 77.0963° E",28.405,77.0963
m3m latitude,4.7,sector 65,19748.0,3.0,3.0,3+,9.0,Relatively New,flat,2380.0,0,0,0,0,0,1,44,"28.4030° N, 77.0690° E",28.403,77.069
independent,13.0,sector 25,45710.0,6.0,8.0,3+,2.0,Relatively New,house,2844.0,1,1,1,1,0,2,0,"28.4844° N, 77.0860° E",28.4844,77.086
umang monsoon breeze,1.1,sector 78,5055.0,3.0,3.0,3+,9.0,Old Property,flat,2176.0,0,0,0,0,0,0,80,"28.3733° N, 76.9729° E",28.3733,76.9729
ansal estella,1.5,sector 103,8671.0,3.0,3.0,3+,6.0,Under Construction,flat,1741.0,0,0,0,0,0,0,58,"28.4949° N, 76.9845° E",28.4949,76.9845
chintels paradiso,2.0,sector 109,7605.0,4.0,4.0,2,11.0,Relatively New,flat,2380.0,0,0,0,0,0,0,64,"28.5073° N, 77.0089° E",28.5073,77.0089
independent,1.07,sector 15,11889.0,2.0,2.0,1,1.0,Old Property,house,900.0,0,1,0,0,0,0,7,"28.4621° N, 77.0464° E",28.4621,77.0464
indiabulls enigma,3.45,sector 110,10147.0,4.0,4.0,3,9.0,Moderately Old,flat,3077.0,0,0,0,0,0,1,125,"28.5145° N, 77.0197° E",28.5145,77.0197
unitech uniworld gardens,2.15,sector 47,10307.0,3.0,4.0,3+,10.0,Moderately Old,flat,1950.0,0,0,0,0,0,0,49,"28.4276° N, 77.0492° E",28.4276,77.0492
hero homes,1.95,sector 104,21196.0,3.0,5.0,3+,2.0,Moderately Old,house,920.0,0,0,0,0,0,0,64,"28.4788° N, 76.9960° E",28.4788,76.996
m3m golfestate,1.4,sector 79,10000.0,2.0,2.0,2,4.0,Relatively New,flat,1556.0,0,0,0,0,0,2,83,"28.3624° N, 76.9787° E",28.3624,76.9787
spaze privvy the address,1.45,sector 93,8033.0,3.0,4.0,2,12.0,Relatively New,flat,1350.0,0,0,0,0,0,1,96,"28.4153° N, 76.9326° E",28.4153,76.9326
vatika gurgaon,0.85,sector 83,8947.0,2.0,2.0,2,18.0,Moderately Old,flat,1100.0,0,0,0,0,0,1,119,"28.3986° N, 76.9647° E",28.3986,76.9647
ireo victory valley,2.99,sector 67,11832.0,3.0,3.0,3,4.0,Relatively New,flat,2200.0,0,0,0,0,0,1,37,"28.3859° N, 77.0608° E",28.3859,77.0608
independent,9.0,sector 26,33333.0,5.0,5.0,2,3.0,Old Property,house,2700.0,1,1,1,1,0,2,110,"28.4757° N, 77.1032° E",28.4757,77.1032
conscient heritage max,1.82,sector 102,9010.0,3.0,4.0,3+,12.0,Relatively New,flat,1757.0,0,0,0,0,0,0,101,"28.4750° N, 76.9715° E",28.475,76.9715
chd avenue,1.0,sector 71,6734.0,3.0,3.0,3+,3.0,Relatively New,flat,1344.0,0,0,0,0,0,1,7,"28.4104° N, 77.0281° E",28.4104,77.0281
independent,11.0,sector 41,33951.0,4.0,4.0,2,3.0,New Property,house,3240.0,1,1,0,1,0,1,35,"28.4557° N, 77.0632° E",28.4557,77.0632
bptp terra,1.71,sector 37d,7805.0,3.0,3.0,3+,7.0,Relatively New,flat,2191.0,0,0,0,0,0,0,38,"28.4478° N, 76.9703° E",28.4478,76.9703
dlf regal gardens,1.78,sector 90,8040.0,4.0,4.0,3+,12.0,Relatively New,flat,2005.0,0,0,0,0,0,0,61,"28.4085° N, 76.9369° E",28.4085,76.9369
emaar mgf palm hills,1.08,sector 77,5400.0,3.0,4.0,3+,5.0,Relatively New,flat,1810.0,0,0,0,0,0,1,167,"28.3801° N, 76.9845° E",28.3801,76.9845
palam vihar extension west zone rwa,0.35,sector 2,6481.0,2.0,2.0,0,1.0,New Property,house,600.0,0,0,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
m3m the marina,1.02,sector 68,8095.0,2.0,2.0,2,11.0,Relatively New,flat,1250.0,0,0,0,0,0,1,49,"28.3853° N, 77.0484° E",28.3853,77.0484
swarn jayanti cghs,1.75,sector 54,7609.0,4.0,3.0,3+,3.0,Old Property,flat,1900.0,0,0,0,0,0,1,26,"28.4348° N, 77.1089° E",28.4348,77.1089
tashee capital gateway,0.96,sector 111,6500.0,2.0,2.0,1,4.0,Under Construction,flat,1338.0,0,0,0,0,0,0,53,"28.5238° N, 77.0320° E",28.5238,77.032
corona gracieux,0.75,sector 76,5660.0,2.0,2.0,3,13.0,Relatively New,flat,1199.0,0,0,0,0,0,1,0,"28.3935° N, 76.9888° E",28.3935,76.9888
bestech altura,1.85,sector 79,8605.0,3.0,4.0,3+,11.0,New Property,flat,1946.0,0,0,0,0,0,0,49,"28.3624° N, 76.9787° E",28.3624,76.9787
suncity essel towers,6.0,sector 28,22222.0,4.0,4.0,3+,3.0,Old Property,house,2700.0,1,0,0,0,0,1,89,"28.4728° N, 77.0865° E",28.4728,77.0865
sare crescent parc,1.0,sector 92,4778.0,4.0,4.0,3,9.0,Relatively New,flat,2093.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
signature global infinity mall,0.41,sector 36,6269.0,2.0,2.0,3,3.0,New Property,flat,654.0,0,0,0,0,0,0,0,"28.4160° N, 76.9914° E",28.416,76.9914
ireo the corridors,1.3,sector 67a,10031.0,2.0,2.0,2,1.0,New Property,flat,1296.0,0,0,0,0,0,0,55,"28.3960° N, 77.0372° E",28.396,77.0372
ss the leaf,1.18,sector 85,10094.0,2.0,3.0,3,12.0,Relatively New,flat,1420.0,0,0,0,0,0,1,150,"28.4042° N, 76.9513° E",28.4042,76.9513
vipul tatvam villa,8.25,sector 48,38194.0,4.0,4.0,3+,3.0,Relatively New,house,2160.0,0,1,1,0,0,1,160,"28.4177° N, 77.0359° E",28.4177,77.0359
tulip violet,1.76,sector 69,9514.0,3.0,4.0,2,0.0,Relatively New,flat,1674.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
pareena coban residences,1.35,sector 99a,6760.0,3.0,5.0,3,6.0,New Property,flat,1807.0,0,0,0,0,0,0,60,"28.4561° N, 76.9542° E",28.4561,76.9542
shapoorji pallonji joyville gurugram,1.35,sector 102,9934.0,2.0,2.0,2,9.0,Relatively New,flat,1230.0,0,0,0,0,0,0,100,"28.4750° N, 76.9715° E",28.475,76.9715
experion windchants,3.65,sector 112,11428.0,3.0,5.0,2,3.0,Relatively New,flat,2800.0,0,0,0,0,0,0,72,"28.5189° N, 77.0183° E",28.5189,77.0183
vipul tatvam villa,22.0,sector 48,26667.0,5.0,6.0,3,3.0,Moderately Old,house,8250.0,0,1,0,0,0,0,54,"28.4177° N, 77.0359° E",28.4177,77.0359
dlf the skycourt,1.72,sector 86,8917.0,3.0,3.0,1,8.0,Relatively New,flat,1746.0,0,0,0,0,0,1,49,"28.3986° N, 76.9384° E",28.3986,76.9384
godrej oasis,1.3,sector 88a,7259.0,3.0,3.0,3+,4.0,Relatively New,flat,1990.0,0,0,0,0,0,0,79,"28.4347° N, 76.9557° E",28.4347,76.9557
sobha city,4.1,sector 108,23402.0,4.0,5.0,3,25.0,New Property,flat,2343.0,0,0,0,0,0,2,97,"28.5134° N, 76.9830° E",28.5134,76.983
puri diplomatic greens,3.45,sector 111,11695.0,4.0,5.0,3+,10.0,Relatively New,flat,2670.0,0,0,0,0,0,0,101,"28.5238° N, 77.0320° E",28.5238,77.032
bestech altura,1.9,sector 79,8837.0,3.0,4.0,3,11.0,Under Construction,flat,1946.0,0,0,0,0,0,0,96,"28.3624° N, 76.9787° E",28.3624,76.9787
international city by sobha phase 2,6.44,sector 109,26502.0,4.0,5.0,3+,3.0,New Property,house,2430.0,1,1,1,1,0,0,138,"28.5073° N, 77.0089° E",28.5073,77.0089
czar mahira homes 63a,0.42,sector 63a,7407.0,3.0,2.0,2,1.0,Under Construction,flat,630.0,0,0,0,0,0,0,0,"28.3923° N, 77.0888° E",28.3923,77.0888
emaar mgf emerald floors premier,2.35,sector 65,14242.0,3.0,3.0,2,4.0,Relatively New,flat,1650.0,0,0,0,0,0,0,165,"28.4030° N, 77.0690° E",28.403,77.069
ats tourmaline,1.65,sector 109,7674.0,3.0,3.0,3+,16.0,Relatively New,flat,1946.0,0,0,0,0,0,1,49,"28.5073° N, 77.0089° E",28.5073,77.0089
emaar mgf emerald floors premier,2.85,sector 65,14430.0,4.0,4.0,3+,0.0,Relatively New,flat,1975.0,0,0,0,0,0,1,151,"28.4030° N, 77.0690° E",28.403,77.069
adani m2k oyster grande,2.5,sector 102,7817.0,4.0,5.0,3+,10.0,Relatively New,flat,2600.0,0,0,0,0,0,1,174,"28.4750° N, 76.9715° E",28.475,76.9715
ats triumph,2.65,sector 104,8413.0,4.0,4.0,3+,14.0,Relatively New,flat,2898.0,0,0,0,0,0,1,21,"28.4788° N, 76.9960° E",28.4788,76.996
sare homes,0.8,sector 92,4695.0,4.0,4.0,3,1.0,Moderately Old,flat,1893.0,0,0,0,0,0,0,77,"28.4079° N, 76.9153° E",28.4079,76.9153
shyam apartment,0.26,sector 3,3714.0,2.0,1.0,2,2.0,Relatively New,flat,611.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
independent,2.25,sector 13,6944.0,10.0,10.0,2,1.0,Old Property,house,400.0,0,0,0,0,0,0,0,"28.4757° N, 77.0392° E",28.4757,77.0392
tulip violet,1.4,sector 69,8855.0,3.0,3.0,2,9.0,Relatively New,flat,1428.0,0,0,0,0,0,0,120,"28.3966° N, 77.0341° E",28.3966,77.0341
godrej,1.41,sector 79,8998.0,2.0,2.0,3,3.0,New Property,flat,1747.0,0,0,0,0,0,0,104,"28.3624° N, 76.9787° E",28.3624,76.9787
shree vardhman victoria,1.62,sector 70,8308.0,3.0,5.0,3,9.0,Relatively New,flat,1527.0,0,0,0,0,0,0,43,"28.3968° N, 77.0233° E",28.3968,77.0233
dlf trinity towers,3.8,sector 43,15510.0,3.0,3.0,3+,1.0,Moderately Old,flat,2450.0,0,0,0,0,0,1,68,"28.4629° N, 77.0772° E",28.4629,77.0772
tulip violet,1.6,sector 69,10139.0,3.0,3.0,2,0.0,Relatively New,flat,1428.0,0,0,0,0,0,0,166,"28.3966° N, 77.0341° E",28.3966,77.0341
tulip lemon,0.6,sector 69,10000.0,2.0,1.0,1,12.0,Relatively New,flat,667.0,0,0,0,0,0,0,23,"28.3966° N, 77.0341° E",28.3966,77.0341
dlf the ultima,2.29,sector 81,10926.0,3.0,4.0,3+,15.0,Relatively New,flat,1900.0,0,0,0,0,0,2,103,"28.3867° N, 76.9485° E",28.3867,76.9485
eros rosewood city,1.6,sector 49,3500.0,4.0,4.0,3,4.0,New Property,house,60.0,0,0,0,0,0,1,27,"28.4121° N, 77.0480° E",28.4121,77.048
